Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
"Venezuela, RB",VEN,GNI (current US$),NY.GNP.MKTP.CD,..
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Venezuela, RB",VEN,Gini index,SI.POV.GINI,..
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.766
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,334365270496.667
Viet Nam,VNM,GNI (current US$),NY.GNP.MKTP.CD,317567408001.614
Viet Nam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.08499836921692
Viet Nam,VNM,Gini index,SI.POV.GINI,..
Viet Nam,VNM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.681
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.211
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4121000000
Virgin Islands (U.S.),VIR,GNI (current US$),NY.GNP.MKTP.CD,..
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Virgin Islands (U.S.),VIR,Gini index,SI.POV.GINI,..
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.6682926829268
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,17133500000
West Bank and Gaza,PSE,GNI (current US$),NY.GNP.MKTP.CD,19791500000
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
West Bank and Gaza,PSE,Gini index,SI.POV.GINI,..
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,25.34
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.811
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,..
"Yemen, Rep.",YEM,GNI (current US$),NY.GNP.MKTP.CD,..
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Yemen, Rep.",YEM,Gini index,SI.POV.GINI,..
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.567
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,23308667781.2258
Zambia,ZMB,GNI (current US$),NY.GNP.MKTP.CD,22904080806.827
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.41824007034302
Zambia,ZMB,Gini index,SI.POV.GINI,..
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.538
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.914
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,25717409842.4479
Zimbabwe,ZWE,GNI (current US$),NY.GNP.MKTP.CD,25261574788.7573
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Zimbabwe,ZWE,Gini index,SI.POV.GINI,50.3
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.373
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.06
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1009721174054.91
Africa Eastern and Southern,AFE,GNI (current US$),NY.GNP.MKTP.CD,982385679772.03
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.94431734085083
Africa Eastern and Southern,AFE,Gini index,SI.POV.GINI,..
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.8572612837043
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,826483769985.129
Africa Western and Central,AFW,GNI (current US$),NY.GNP.MKTP.CD,804021611215.565
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.04739952087402
Africa Western and Central,AFW,Gini index,SI.POV.GINI,..
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.78383477251927
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.1498467555118
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2899029698316.63
Arab World,ARB,GNI (current US$),NY.GNP.MKTP.CD,2898532234619.95
Arab World,ARB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.86020994186401
Arab World,ARB,Gini index,SI.POV.GINI,..
Arab World,ARB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8398932674972
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,38046955433.6011
Caribbean small states,CSS,GNI (current US$),NY.GNP.MKTP.CD,36153531559.5048
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Caribbean small states,CSS,Gini index,SI.POV.GINI,..
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.816192781512
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1685123570509.08
Central Europe and the Baltics,CEB,GNI (current US$),NY.GNP.MKTP.CD,1624665835337.76
Central Europe and the Baltics,CEB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.27311992645264
Central Europe and the Baltics,CEB,Gini index,SI.POV.GINI,..
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.77105548227303
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2578109298617
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,11834959859719.9
Early-demographic dividend,EAR,GNI (current US$),NY.GNP.MKTP.CD,11694844018795.3
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.48775553703308
Early-demographic dividend,EAR,Gini index,SI.POV.GINI,..
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.4294477558825
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.8424064605001
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,27040135154758.5
East Asia & Pacific,EAS,GNI (current US$),NY.GNP.MKTP.CD,27096388784125.8
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.2814131975174
East Asia & Pacific,EAS,Gini index,SI.POV.GINI,..
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.20691949617531
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.586261929345
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,17222812070662.6
East Asia & Pacific (excluding high income),EAP,GNI (current US$),NY.GNP.MKTP.CD,17132415470514.2
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.05360627174377
East Asia & Pacific (excluding high income),EAP,Gini index,SI.POV.GINI,..
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.33599180492268
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.7689690321509
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,17201604143343.6
East Asia & Pacific (IDA & IBRD countries),TEA,GNI (current US$),NY.GNP.MKTP.CD,17111370772038
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.05360627174377
East Asia & Pacific (IDA & IBRD countries),TEA,Gini index,SI.POV.GINI,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.33599180492268
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8042877234534
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,13587020300289.4
Euro area,EMU,GNI (current US$),NY.GNP.MKTP.CD,13561898081553.5
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.76077508926392
Euro area,EMU,Gini index,SI.POV.GINI,..
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.52037068029902
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2807366208473
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,23031892537932.9
Europe & Central Asia,ECS,GNI (current US$),NY.GNP.MKTP.CD,22872720156925.2
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.58624505996704
Europe & Central Asia,ECS,Gini index,SI.POV.GINI,..
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.73364032312414
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.3034868293731
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1498314054530.37
Europe & Central Asia (excluding high income),ECA,GNI (current US$),NY.GNP.MKTP.CD,1459221844341.12
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.04449987411499
Europe & Central Asia (excluding high income),ECA,Gini index,SI.POV.GINI,..
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.64734981133937
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8211512399996
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,4175889218401.02
Europe & Central Asia (IDA & IBRD countries),TEC,GNI (current US$),NY.GNP.MKTP.CD,4052466924664.75
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.98228991031647
Europe & Central Asia (IDA & IBRD countries),TEC,Gini index,SI.POV.GINI,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.92380957371677
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5943483388399
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,15808398315797
European Union,EUU,GNI (current US$),NY.GNP.MKTP.CD,15754312504200.5
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.63002014160156
European Union,EUU,Gini index,SI.POV.GINI,..
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.68673028161732
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3137699272543
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1842632114099.19
Fragile and conflict affected situations,FCS,GNI (current US$),NY.GNP.MKTP.CD,1821577606920.14
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52622723579407
Fragile and conflict affected situations,FCS,Gini index,SI.POV.GINI,..
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.1656846945146
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,805115217775.604
Heavily indebted poor countries (HIPC),HPC,GNI (current US$),NY.GNP.MKTP.CD,784418434819.2
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52622723579407
Heavily indebted poor countries (HIPC),HPC,Gini index,SI.POV.GINI,..
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.0898004183278
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,57351008372783
High income,HIC,GNI (current US$),NY.GNP.MKTP.CD,57540971451241.3
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.67881011962891
High income,HIC,Gini index,SI.POV.GINI,..
High income,HIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.76563040308668
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1995808481366
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,31298751631398.9
IBRD only,IBD,GNI (current US$),NY.GNP.MKTP.CD,30864664844647.2
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.91815996170044
IBRD only,IBD,Gini index,SI.POV.GINI,..
IBRD only,IBD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.17023342302481
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.0316706525134
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,33801024892359.5
IDA & IBRD total,IBT,GNI (current US$),NY.GNP.MKTP.CD,33335018279745
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.69561433792114
IDA & IBRD total,IBT,Gini index,SI.POV.GINI,..
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.15251676069986
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.3944730065505
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1092770923537.26
IDA blend,IDB,GNI (current US$),NY.GNP.MKTP.CD,1071716569918.03
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55946898460388
IDA blend,IDB,Gini index,SI.POV.GINI,..
IDA blend,IDB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.88334663626089
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.3766251382006
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1409009216106.54
IDA only,IDX,GNI (current US$),NY.GNP.MKTP.CD,1398124369681.2
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.44937539100647
IDA only,IDX,Gini index,SI.POV.GINI,..
IDA only,IDX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.454208586598
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2501780139643.8
IDA total,IDA,GNI (current US$),NY.GNP.MKTP.CD,2469840939599.23
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.48568081855774
IDA total,IDA,Gini index,SI.POV.GINI,..
IDA total,IDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.0885399952044
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,23070237789791.1
Late-demographic dividend,LTE,GNI (current US$),NY.GNP.MKTP.CD,22664928162006.3
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.05939483642578
Late-demographic dividend,LTE,Gini index,SI.POV.GINI,..
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.56376811433586
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9979538679257
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5659312361702.85
Latin America & Caribbean,LCN,GNI (current US$),NY.GNP.MKTP.CD,5452548586290.46
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.59991979598999
Latin America & Caribbean,LCN,Gini index,SI.POV.GINI,..
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.12002412561177
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2031996245697
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4803447002170.21
Latin America & Caribbean (excluding high income),LAC,GNI (current US$),NY.GNP.MKTP.CD,4662632921868.69
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.59991979598999
Latin America & Caribbean (excluding high income),LAC,Gini index,SI.POV.GINI,..
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.1560673501482
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.0966929145274
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5413333286802.23
Latin America & the Caribbean (IDA & IBRD countries),TLA,GNI (current US$),NY.GNP.MKTP.CD,5247071240050.2
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.42284989356994
Latin America & the Caribbean (IDA & IBRD countries),TLA,Gini index,SI.POV.GINI,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.1183196455566
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1319711493442
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1161448671597.72
Least developed countries: UN classification,LDC,GNI (current US$),NY.GNP.MKTP.CD,1155178591991.78
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.12603223323823
Least developed countries: UN classification,LDC,Gini index,SI.POV.GINI,..
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.9724534415541
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,30495388425380.4
Low & middle income,LMY,GNI (current US$),NY.GNP.MKTP.CD,30137845511806.3
Low & middle income,LMY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.65236973762512
Low & middle income,LMY,Gini index,SI.POV.GINI,..
Low & middle income,LMY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.23719503194072
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2745048998208
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,447114593744.199
Low income,LIC,GNI (current US$),NY.GNP.MKTP.CD,437242110453.218
Low income,LIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52622723579407
Low income,LIC,Gini index,SI.POV.GINI,..
Low income,LIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.313065873212
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,6298712117939.29
Lower middle income,LMC,GNI (current US$),NY.GNP.MKTP.CD,6251694590784.11
Lower middle income,LMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.4130699634552
Lower middle income,LMC,Gini index,SI.POV.GINI,..
Lower middle income,LMC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.2809991118123
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5632973745795
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,3598454815841.46
Middle East & North Africa,MEA,GNI (current US$),NY.GNP.MKTP.CD,3596312256457.26
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.43173336982727
Middle East & North Africa,MEA,Gini index,SI.POV.GINI,..
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1050241514542
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1480176106051.1
Middle East & North Africa (excluding high income),MNA,GNI (current US$),NY.GNP.MKTP.CD,1463862287793.39
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa (excluding high income),MNA,Gini index,SI.POV.GINI,..
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1718378603352
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1463042606051.1
Middle East & North Africa (IDA & IBRD countries),TMN,GNI (current US$),NY.GNP.MKTP.CD,1444070787793.39
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.12165343761444
Middle East & North Africa (IDA & IBRD countries),TMN,Gini index,SI.POV.GINI,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1414674254334
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,30047537869971.5
Middle income,MIC,GNI (current US$),NY.GNP.MKTP.CD,29699679596072.2
Middle income,MIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.82614493370056
Middle income,MIC,Gini index,SI.POV.GINI,..
Middle income,MIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.28982769326471
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.1967340831698
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,23291130648672.5
North America,NAC,GNI (current US$),NY.GNP.MKTP.CD,23495308301061.7
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.86520004272461
North America,NAC,Gini index,SI.POV.GINI,..
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.89170553373765
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1352040049013
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..
Not classified,INX,GNI (current US$),NY.GNP.MKTP.CD,..
Not classified,INX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Not classified,INX,Gini index,SI.POV.GINI,..
Not classified,INX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,54179480252802.3
OECD members,OED,GNI (current US$),NY.GNP.MKTP.CD,54414378381854.4
OECD members,OED,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.9859299659729
OECD members,OED,Gini index,SI.POV.GINI,..
OECD members,OED,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.39250524414521
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.2470717514124
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,198507093590.896
Other small states,OSS,GNI (current US$),NY.GNP.MKTP.CD,193239463814.906
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.87727522850036
Other small states,OSS,Gini index,SI.POV.GINI,..
Other small states,OSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4982627040951
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,10712120523.0197
Pacific island small states,PSS,GNI (current US$),NY.GNP.MKTP.CD,10736308692.5368
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Pacific island small states,PSS,Gini index,SI.POV.GINI,..
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6421578303985
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,51134888557957.7
Post-demographic dividend,PST,GNI (current US$),NY.GNP.MKTP.CD,51528820205492
Post-demographic dividend,PST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.95746994018555
Post-demographic dividend,PST,Gini index,SI.POV.GINI,..
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.974737292227
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9717891072234
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1428927764664.17
Pre-demographic dividend,PRE,GNI (current US$),NY.GNP.MKTP.CD,1394043948111.46
Pre-demographic dividend,PRE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.46964859962464
Pre-demographic dividend,PRE,Gini index,SI.POV.GINI,..
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.5568008955552
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,247266169547.517
